"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"QHY3C9L7","journalArticle","2005","Kelley, Deborah S.; Karson, Jeffrey A.; Früh-Green, Gretchen L.; Yoerger, Dana R.; Shank, Timothy M.; Butterfield, David A.; Hayes, John M.; Schrenk, Matthew O.; Olson, Eric J.; Proskurowski, Giora; Jakuba, Mike; Bradley, Al; Larson, Ben; Ludwig, Kristin; Glickson, Deborah; Buckman, Kate; Bradley, Alexander S.; Brazelton, William J.; Roe, Kevin; Elend, Mitch J.; Delacour, Adélie; Bernasconi, Stefano M.; Lilley, Marvin D.; Baross, John A.; Summons, Roger E.; Sylva, Sean P.","A Serpentinite-Hosted Ecosystem: The Lost City Hydrothermal Field","Science","","0036-8075, 1095-9203","10.1126/science.1102556","https://www.science.org/doi/10.1126/science.1102556","","2005-03-04","2021-12-21 14:36:39","2021-12-21 14:36:39","2021-12-21 14:36:39","1428-1434","","5714","307","","Science","A Serpentinite-Hosted Ecosystem","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/braz/Dropbox/Papers/Brazelton_publications/Kelley et al._2005_Science.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
